번호,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
1218,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120074180029041100006,20071113,,3,폐업,3,폐업,20080930,,,,,,,강원도 춘천시 중앙로3가 66.66-1,강원도 춘천시 중앙로 127 (중앙로3가),200043,춘천동양의원,2.01312E+13,I,59:59.0,의원,127.7203249,37.87317821,의원,1,0,0,112.8,101 104 105,정형외과  외과  내과,,,,0,0,,,0,
1219,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120074180029041100008,20071217,,3,폐업,3,폐업,20161215,,,,033)241-1075,,200043,강원도 춘천시 중앙로3가 60번지 11호,강원도 춘천시 망대길 5 (중앙로3가),24357,감초한의원,2.01612E+13,I,59:59.0,한의원,127.7231957,37.87419,한의원,1,0,0,186,301 303 308,침구과  한방소아과  한방내과,,,,0,0,,,0,
1220,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120084180029041100008,20080604,,3,폐업,3,폐업,20110622,,,,,,,강원도 춘천시 후평동,,,류홍균이비인후과의원,2.01106E+13,I,59:59.0,의원,,,의원,1,0,0,89,113,이비인후과,,,,0,0,,,0,
1221,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120064180029041100010,20060901,,3,폐업,3,폐업,20130730,,,,033)263-9889,,200936,강원도 춘천시 석사동 802번지 1호,강원도 춘천시 후석로 11-8 (석사동),200936,중화한의원,2.01307E+13,I,59:59.0,한의원,127.7381893,37.85425209,한의원,1,0,0,230.5,301 303 308,침구과  한방소아과  한방내과,,,,0,0,,,0,
1222,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120094180029041100002,20090501,,3,폐업,3,폐업,20100216,,,,,,200943,강원도 춘천시 퇴계동 188번지 6호,강원도 춘천시 김유정로 1874 (퇴계동),,하이츠내과의원,2.01002E+13,I,59:59.0,의원,127.7355963,37.85085864,의원,1,4,17,165,101 102 113 111,소아청소년과  이비인후과  신경과  내과,,,,0,0,,,0,
1223,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120094180029041100003,20090526,,3,폐업,3,폐업,20170613,,,,033)253-1616,,200150,강원도 춘천시 우두동 1051번지 2호,강원도 춘천시 영서로 2777  2층 (우두동  강북메디칼빌딩),24237,토마토신경외과의원,2.01706E+13,I,59:59.0,의원,127.7277256,37.89839842,의원,1,0,0,462,106 105 101 102 109,마취통증의학과  신경과  내과  정형외과  신경외과,,,,0,0,,,0,
489,강원도,원주시,의원,01_01_02_P,4190000,PHMA120114190023041100022,20110830,,1,영업/정상,13,영업중,,,,,033-734-0550,,,,강원도 원주시 행구로 115 (봉산동),26331,화평당한의원,2.02104E+13,U,40:00.0,한의원,127.9681127,37.33934805,한의원,1,0,0,76.68,301 302 303 304 305 306 308,침구과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
490,강원도,원주시,의원,01_01_02_P,4190000,PHMA120114190023041100023,20110901,,1,영업/정상,13,영업중,,,,,033-734-7752,,,강원도 원주시 단계동 882번지 5호,강원도 원주시 서원대로 184  새동빌딩  2층 (단계동),26382,유로진비뇨기과의원,2.0191E+13,U,40:00.0,의원,127.9316552,37.340894,의원,1,0,0,315.96,115,비뇨의학과,,,,0,0,,,0,
491,강원도,원주시,의원,01_01_02_P,4190000,PHMA120114190023041100024,20110919,,1,영업/정상,13,영업중,,,,,033-762-0330,,,강원도 원주시 원동 278번지 1호,강원도 원주시 무실로 113  원동프라자 2층  3층 (원동),26438,연세봄재활의학과의원,2.0211E+13,U,40:00.0,의원,127.9429813,37.34115822,의원,2,7,21,659,126 124 122 120 116 115 114 111 106 105 104 102 101,내과  신경과  외과  정형외과  신경외과  소아청소년과  피부과  비뇨의학과  영상의학과  재활의학과  가정의학과  직업환경의학과  예방의학과,,,,0,0,,,0,
492,강원도,원주시,의원,01_01_02_P,4190000,PHMA120114190023041100025,20110926,,3,폐업,3,폐업,20200831,,,,033-745-0997,,,강원도 원주시 무실동 1641번지 10호 에디피아빌딩 1차 201호,강원도 원주시 시청로 84 (무실동),26388,나라연소아청소년과의원,2.02008E+13,U,40:00.0,의원,127.9272947,37.33356063,의원,1,0,0,146.25,111,소아청소년과,,,,0,0,,,0,
493,강원도,원주시,의원,01_01_02_P,4190000,PHMA120114190023041100027,20111115,,1,영업/정상,13,영업중,,,,,033-761-2842,,220901,강원도 원주시 원동 58번지 1호 마노벨라빌딩 4층,강원도 원주시 원일로 57  4층 (원동  마노벨라빌딩),26431,스카이치과의원,2.02103E+13,U,40:00.0,치과의원,127.9509704,37.34441466,치과의원,1,0,0,307.75,401,치과,,,,0,0,,,0,
494,강원도,원주시,의원,01_01_02_P,4190000,PHMA120114190023041100028,20111220,,1,영업/정상,13,영업중,,,,,033-746-2842,,,강원도 원주시 태장동 2711번지,강원도 원주시 태장둔치길 55  2층 (태장동),26313,서울에이스치과의원,2.01912E+13,U,40:00.0,치과의원,127.9528577,37.38116128,치과의원,2,0,0,219.9,408 407 406 405 404 403 402,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과,,,,0,0,,,0,
495,강원도,원주시,의원,01_01_02_P,4190000,PHMA120114190023041100029,20111220,,1,영업/정상,13,영업중,,,,,033-742-8275,,220904,강원도 원주시 중앙동 115번지 (2층),강원도 원주시 중평길 2  2층 (중앙동),26428,마리치과의원,2.02107E+13,U,40:00.0,치과의원,127.9491423,37.3462889,치과의원,1,0,0,205.7,401,치과,,,,0,0,,,0,
496,강원도,원주시,의원,01_01_02_P,4190000,PHMA120124190023041100001,20120120,,1,영업/정상,13,영업중,,,,,033-735-4800,,,강원도 원주시 단계동 870번지 4호,강원도 원주시 봉화로 12 (단계동),26436,센트럴부부치과의원,2.01906E+13,U,40:00.0,치과의원,127.9279373,37.34275325,치과의원,1,0,0,424.97,401,치과,,,,0,0,,,0,
497,강원도,원주시,의원,01_01_02_P,4190000,PHMA120144190023041100015,20140814,,1,영업/정상,13,영업중,,,,,033-766-0211,,,,강원도 원주시 서원대로 408  3층 (단구동),26484,타토아의원,2.02108E+13,U,40:00.0,의원,127.9492786,37.3271709,의원,4,0,0,527,114 108,성형외과  피부과,,,,0,0,,,0,
498,강원도,원주시,의원,01_01_02_P,4190000,PHMA120124190023041100009,20120518,,1,영업/정상,13,영업중,,,,,033-901-7582,,220945,강원도 원주시 명륜동 90번지 9호,강원도 원주시 남원로 659-2  2층 (명륜동),26441,성심한의원,2.01909E+13,U,40:00.0,한의원,127.9531099,37.33899538,한의원,1,0,0,124.66,301 302 303 306 305 308 304 307,사상체질과  한방안·이비인후·피부과  침구과  한방신경정신과  한방재활의학과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
499,강원도,원주시,의원,01_01_02_P,4190000,PHMA120084190023041100042,20090617,,1,영업/정상,13,영업중,,,,,033-765-0655,,220150,강원도 원주시 무실동 1857번지 6호,강원도 원주시 능라동길 61  8층 (무실동  정한타워),26392,율산부인과의원,2.01912E+13,U,40:00.0,의원,127.930521,37.33132132,의원,6,9,9,652.8,110 111,산부인과  소아청소년과,,,,0,0,,,0,
500,강원도,원주시,의원,01_01_02_P,4190000,PHMA120154190023041100006,20150316,,1,영업/정상,13,영업중,,,,,033-731-2882,,,강원도 원주시 무실동 1857번지 7호,강원도 원주시 능라동길 59 (무실동),26392,치과의정석치과의원,2.0211E+13,U,40:00.0,치과의원,127.9301228,37.3315942,치과의원,2,0,0,287,411 410 409 408 407 406 405 404 403 402,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과  영상치의학과  구강병리과  예방치과,,,,0,0,,,0,
501,강원도,원주시,의원,01_01_02_P,4190000,PHMA120154190023041100007,20150401,,1,영업/정상,13,영업중,,,,,337622212,,,강원도 원주시 명륜동 310번지 1호,강원도 원주시 무실로 195  2층 (명륜동),26447,연세리더스의원,2.01709E+13,I,59:59.0,의원,127.9379322,37.33729654,의원,1,0,0,267.7,101 105 106 111 113 114 115 120 122,가정의학과  재활의학과  비뇨의학과  피부과  이비인후과  소아청소년과  신경외과  정형외과  내과,,,,0,0,,,0,
502,강원도,원주시,의원,01_01_02_P,4190000,PHMA120144190023041100014,20140807,,1,영업/정상,13,영업중,,,,,033-747-2700,,220150,강원도 원주시 무실동 1857번지 6호,강원도 원주시 능라동길 61  정한빌딩동 4층 (무실동),26392,삼성조은내과의원,2.02003E+13,U,40:00.0,의원,127.930521,37.33132132,의원,3,0,0,315,101 111 113 102,신경과  이비인후과  소아청소년과  내과,,,,0,0,,,0,
714,강원도,인제군,의원,01_01_02_P,4330000,PHMA120104330012041100001,20101215,,3,폐업,3,폐업,20110701,,,,,,252815,강원도 인제군 남면 신남리 370번지 9호,강원도 인제군 남면 신남로58번길 4-1,,하나의원,2.01107E+13,I,59:59.0,의원,128.0792207,37.9648975,의원,1,0,0,83.2,101 107 113 105 112 103 111 114 115,비뇨의학과  피부과  소아청소년과  정신건강의학과  안과  정형외과  이비인후과  흉부외과  내과,,,,0,0,,,0,
715,강원도,인제군,의원,01_01_02_P,4330000,PHMA120114330012041100002,20110221,,3,폐업,3,폐업,20180105,,,,033-461-0066,,252806,강원도 인제군 인제읍 상동리 374번지 11호,강원도 인제군 인제읍 인제로 207-1,24631,토종한의원,2.01801E+13,I,59:59.0,한의원,128.1724537,38.06706773,한의원,1,0,0,134.68,301 302 303 304 305 306 308,침구과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
716,강원도,인제군,의원,01_01_02_P,4330000,PHMA120114330012041100004,20110602,,3,폐업,3,폐업,20160218,,,,033-462-4567,,252822,강원도 인제군 북면 원통리 645번지 9호,강원도 인제군 북면 원통로147번길 28-1,24612,원통치과의원,2.01602E+13,I,59:59.0,치과의원,128.2024936,38.12006253,치과의원,1,0,0,61.37,202 205 207 203 401 204,소아치과  치과  치과교정과  구강내과  치주과  치과보철과,,,,0,0,,,0,
717,강원도,인제군,의원,01_01_02_P,4330000,PHMA120114330012041100005,20110929,,3,폐업,3,폐업,20120430,,,,033-462-0933,,252841,강원도 인제군 기린면 방동리 983번지,강원도 인제군 기린면 오류동길 116,252940,정은의원,2.01204E+13,I,59:59.0,의원,128.3459296,37.94222632,의원,2,0,0,2553.59,106 122 101 104,외과  내과  가정의학과  신경외과,,,,0,0,,,0,
718,강원도,인제군,의원,01_01_02_P,4330000,PHMA120124330012041100003,20120604,,3,폐업,3,폐업,20130522,,,,033-460-0800,,252841,강원도 인제군 기린면 방동리 1022번지,강원도 인제군 기린면 오류동길 116,252841,정은의원,2.01305E+13,I,59:59.0,의원,128.3448795,37.94180181,의원,4,13,29,1967.35,122 101 104 102,신경과  외과  내과  가정의학과,,,,0,0,,,0,
719,강원도,인제군,의원,01_01_02_P,4330000,PHMA120124330012041100004,20121109,,3,폐업,3,폐업,20121126,,,,033-461-8275,,,,강원도 인제군 인제읍 인제로178번길 52-3,252805,인제한방병원,2.01211E+13,I,59:59.0,한의원,128.1732546,38.06382981,한의원,3,0,13,3343.44,301 302 305 306 308,침구과  한방재활의학과  한방신경정신과  한방부인과  한방내과,,,,0,0,,,0,
720,강원도,인제군,의원,01_01_02_P,4330000,PHMA120134330012041100001,20130410,,3,폐업,3,폐업,20131231,,,,033-462-4849,,,,강원도 인제군 북면 냇강마을로 139,252826,글라렛내과의원,2.01312E+13,I,59:59.0,의원,128.1968034,38.14155637,의원,1,0,0,45.5,101,내과,,,,0,0,,,0,
721,강원도,인제군,의원,01_01_02_P,4330000,PHMA120194330012041100002,20190722,,1,영업/정상,13,영업중,,,,,033-461-7200,,,강원도 인제군 북면 원통리 655번지 3호,강원도 인제군 북면 원통로 186  2층,24617,원통의원,2.01908E+13,U,40:00.0,의원,128.2036939,38.12059985,의원,1,0,0,64.4,105 101,내과  정형외과,,,,0,0,,,0,
722,강원도,인제군,의원,01_01_02_P,4330000,PHMA120194330012041100001,20190527,,3,폐업,3,폐업,20200226,,,,033-462-8275,,,강원도 인제군 인제읍 상동리 96번지 3호 하늘내린호텔,강원도 인제군 인제읍 비봉로 43  하늘내린호텔 2층,24635,하늘내린안과의원,2.02002E+13,U,40:00.0,의원,128.1744013,38.06318061,의원,1,0,0,196.35,112,안과,,,,0,0,,,0,
723,강원도,인제군,의원,01_01_02_P,4330000,PHMA119964330012041100001,19960208,,1,영업/정상,13,영업중,,,,,033-462-4261,,252923,강원도 인제군 북 면 원통리678-2,강원도 인제군 북면 원통로 218,24616,한림의원,2.02103E+13,U,40:00.0,의원,128.2077756,38.12427836,의원,4,5,22,492.6,101 111 105 104,내과  외과  정형외과  소아청소년과,,,,0,0,,,0,
724,강원도,인제군,의원,01_01_02_P,4330000,PHMA119994330012041100002,19991116,,3,폐업,3,폐업,20200331,20200301,20200331,,033-462-2875,,252823,강원도 인제군 북 면 원통리711-7,강원도 인제군 북면 원통로 171-1,24612,서울치과의원,2.02003E+13,U,40:00.0,치과의원,128.2033442,38.12250744,치과의원,1,0,0,102.3,408 406 404 403 401,치과  치과보철과  치과교정과  치주과  구강내과,,,,0,0,,,0,
725,강원도,인제군,의원,01_01_02_P,4330000,PHMA120024330012041100001,20020216,,1,영업/정상,13,영업중,,,,,033-462-2223,,,,강원도 인제군 인제읍 인제로193번길 1,24631,한사랑의원,2.01709E+13,I,59:59.0,의원,128.1718699,38.06898313,의원,2,0,0,113.06,101 111 112 115,비뇨의학과  안과  소아청소년과  내과,,,,0,0,,,0,
726,강원도,인제군,의원,01_01_02_P,4330000,PHMA120044330012041100001,20040112,,1,영업/정상,13,영업중,,,,,033-462-0114,,252940,강원도 인제군 기린면 현리645-4,강원도 인제군 기린면 내린천로 4012-1,24659,현리주민의원,2.0191E+13,U,40:00.0,의원,128.3169031,37.95445769,의원,1,0,0,103.54,101 105 114 115,내과  정형외과  피부과  비뇨의학과,,,,0,0,,,0,
727,강원도,인제군,의원,01_01_02_P,4330000,PHMA120044330012041100002,20040712,,1,영업/정상,13,영업중,,,,,033-461-2003,,252806,강원도 인제군 인제읍 상동리,강원도 인제군 인제읍 인제로 194  2층,24635,부부한의원,2.02104E+13,U,40:00.0,한의원,128.1723981,38.06886564,한의원,1,0,0,95.15,301 302 303 308,침구과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
728,강원도,인제군,의원,01_01_02_P,4330000,PHMA120064330012041100001,20060502,,1,영업/정상,13,영업중,,,,,033-461-2829,,252807,강원도 인제군 인제읍 상동3리 347번지 18호,강원도 인제군 인제읍 비봉로 8  2층,24632,인제수치과의원,2.01901E+13,U,40:00.0,치과의원,128.1714933,38.0656724,치과의원,1,0,0,69.54,202 203 205 207,치과보철과  치과교정과  치주과  구강내과,,,,0,0,,,0,
729,강원도,인제군,의원,01_01_02_P,4330000,PHMA120064330012041100002,20061205,,1,영업/정상,13,영업중,,,,,033-463-9075,,252806,강원도 인제군 인제읍 상동리256-1,강원도 인제군 인제읍 비봉로15번길 4,24635,현대치과의원,2.01709E+13,I,59:59.0,치과의원,128.1735818,38.06791243,치과의원,1,0,0,188,408 406 404 403 401,치과  치과보철과  치과교정과  치주과  구강내과,,,,0,0,,,0,
963,강원도,태백시,의원,01_01_02_P,4220000,PHMA120024220024041100001,20020114,,3,폐업,3,폐업,20091127,20090801,20090831,,033-552-4804,,235280,강원도 태백시 황연동 10/6,,,대성의원,2.00911E+13,I,59:59.0,의원,,,의원,1,8,29,510,101 104 105 111,소아청소년과  정형외과  외과  내과,,,,0,0,,,0,
964,강원도,태백시,의원,01_01_02_P,4220000,PHMA120074220024041100003,20070430,,3,폐업,3,폐업,20181110,,,,033-552-7880,,235800,강원도 태백시 황지동 41번지 3호,강원도 태백시 황지로 157 (황지동),26008,황지한의원,2.01811E+13,U,35:52.0,한의원,128.9912518,37.16970876,한의원,2,0,0,158,301 302 303 308 304 305,한방신경정신과  한방안·이비인후·피부과  침구과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
965,강원도,태백시,의원,01_01_02_P,4220000,PHMA120084220024041100003,20081006,,3,폐업,3,폐업,20180427,,,,033-552-8275,,235801,강원도 태백시 황지동 253번지 51호,강원도 태백시 황지로 171  202호 (황지동  영플라자),26008,하늘토한의원,2.01804E+13,I,59:59.0,한의원,128.9900646,37.17069597,한의원,1,0,0,151.88,301 302 303 308 304 305,한방신경정신과  한방안·이비인후·피부과  침구과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
966,강원도,태백시,의원,01_01_02_P,4220000,PHMA120114220024041100001,20110602,,3,폐업,3,폐업,20180801,,,,033-553-5353,,235800,강원도 태백시 황지동 59번지 37호,강원도 태백시 황지로 89  1층 (황지동  제우스빌딩),26015,경희으뜸한의원,2.01807E+13,I,59:59.0,한의원,128.9910651,37.16406695,한의원,2,0,0,220.59,301 306 302 303 304 308 305,한방신경정신과  침구과  한방안·이비인후·피부과  한방소아과  한방부인과  한방재활의학과  한방내과,,,,0,0,,,0,
967,강원도,태백시,의원,01_01_02_P,4220000,PHMA119844220024041100003,19841201,,3,폐업,3,폐업,20100531,,,,033-552-4713,,235010,강원도 태백시 황지동 5/2,,,춘광한의원,2.01005E+13,I,59:59.0,한의원,,,한의원,1,0,0,163,301 302 303 308,침구과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
968,강원도,태백시,의원,01_01_02_P,4220000,PHMA119904220024041100002,19900517,,3,폐업,3,폐업,20160630,,,,033-553-6771,,235800,강원도 태백시 황지동 62번지 3호,강원도 태백시 황지로 90 (황지동),26014,고려의원,2.01606E+13,I,59:59.0,의원,128.99156,37.16389281,의원,1,6,28,127.54,115 111 105 104 101,내과  외과  정형외과  소아청소년과  비뇨의학과,,,,0,0,,,0,
969,강원도,태백시,의원,01_01_02_P,4220000,PHMA120024220024041100002,20020420,,3,폐업,3,폐업,20160908,,,,033-553-2682,,235800,강원도 태백시 황지동 44번지 91호,강원도 태백시 번영로 350  3층 (황지동  수정빌딩),26015,이사랑치과의원,2.01609E+13,I,59:59.0,치과의원,128.9908228,37.16867896,치과의원,1,0,0,165,407 405 403 402,구강악안면외과  치과보철과  소아치과  치과보존과,,,,0,0,,,0,
970,강원도,태백시,의원,01_01_02_P,4220000,PHMA120034220024041100002,20031107,,3,폐업,3,폐업,20160509,,,,033-553-9100,,235800,강원도 태백시 황지동 87번지 12호,강원도 태백시 황지로 23 (황지동),26022,삼성외과정형외과의원,2.01605E+13,I,59:59.0,의원,128.9895775,37.15823915,의원,5,6,28,945,104 105 113 111 114 115,비뇨의학과  피부과  소아청소년과  이비인후과  정형외과  외과,,,,0,0,,,0,
971,강원도,태백시,의원,01_01_02_P,4220000,PHMA120054220024041100002,20050826,,3,폐업,3,폐업,20090901,,,,033-553-4300,,235010,강원도 태백시 황지동 2/4,,,태백미소의원,2.00909E+13,I,59:59.0,의원,,,의원,1,3,15,380,101 111 104 105,정형외과  외과  소아청소년과  내과,,,,0,0,,,0,
972,강원도,태백시,의원,01_01_02_P,4220000,PHMA120184220024041100004,20180731,,3,폐업,3,폐업,20180918,,,,033-552-2220,,,강원도 태백시 황지동 268번지 9호 예수의원,강원도 태백시 황지로 219-1 (황지동),26007,예수의원,2.01809E+13,U,59:59.0,의원,128.9863775,37.17384955,의원,1,0,0,81.94,122 115 114 113 112 111 110 109 108 107 106 104 103 101,내과  정신건강의학과  외과  신경외과  흉부외과  성형외과  마취통증의학과  산부인과  소아청소년과  안과  이비인후과  피부과  비뇨의학과  가정의학과,,,,0,0,,,0,
973,강원도,태백시,의원,01_01_02_P,4220000,PHMA119814220024041100003,19810701,,1,영업/정상,13,영업중,,,,,033-552-4000,,235010,강원도 태백시 황지동 20번지 8호,강원도 태백시 태백로 905 (황지동),,태백시보건소,2.01709E+13,I,59:59.0,보건소,128.991853,37.17367012,보건소,17,0,0,2000,601,보건소,,,,0,0,,,0,
974,강원도,태백시,의원,01_01_02_P,4220000,PHMA119954220024041100001,19950503,,1,영업/정상,13,영업중,,,,,033-552-7114,,235800,강원도 태백시 황지동 38번지 208호,강원도 태백시 황지로 154 (황지동),26012,황지치과의원,2.01709E+13,I,59:59.0,치과의원,128.9918464,37.16977033,치과의원,1,0,0,175,203 204 205,치주과  소아치과  치과교정과,,,,0,0,,,0,
975,강원도,태백시,의원,01_01_02_P,4220000,PHMA119964220024041100001,19960819,,1,영업/정상,13,영업중,,,,,033-552-4452,,235800,강원도 태백시 황지동 38번지 155호,강원도 태백시 시장북길 10 (황지동),26012,태백당한의원,2.01712E+13,I,59:59.0,한의원,128.9917416,37.17032253,한의원,1,0,0,154,301 302 303 308,침구과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
976,강원도,태백시,의원,01_01_02_P,4220000,PHMA119964220024041100002,19961223,,1,영업/정상,13,영업중,,,,,033-553-3020,,,강원도 태백시 황지동 41번지 3호,강원도 태백시 황지로 157 (황지동),26008,경희장수한의원,2.01811E+13,U,40:00.0,한의원,128.9875395,37.15610548,한의원,1,0,0,204.9,301 302 303 308 304 305 306 307,사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  침구과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
977,강원도,태백시,의원,01_01_02_P,4220000,PHMA119974220024041100001,19970515,,1,영업/정상,13,영업중,,,,,033-552-4009,,235800,강원도 태백시 황지동 38번지 165호,강원도 태백시 황지로 158 (황지동),26012,연세치과의원,2.01709E+13,I,59:59.0,치과의원,128.9915622,37.16997515,치과의원,1,0,0,105,203 204 205,치주과  소아치과  치과교정과,,,,0,0,,,0,
1224,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120094180029041100005,20090611,,3,폐업,3,폐업,20140331,,,,252-6009,,200938,강원도 춘천시 온의동 430번지,강원도 춘천시 옛경춘로 616 (온의동),200938,오영기한의원,2.01403E+13,I,59:59.0,한의원,127.7104635,37.85042412,한의원,1,0,0,132,301 302 303 305 308,침구과  한방신경정신과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1225,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120104180029041100001,20100121,,3,폐업,3,폐업,20101029,,,,033)256-1512,,200114,강원도 춘천시 소양로4가 115번지 9호,강원도 춘천시 중앙로 138 (소양로4가),,다나한의원,2.01011E+13,I,59:59.0,한의원,127.7190949,37.87331255,한의원,2,0,0,79.55,301 302 303 306 308 305 304,한방안·이비인후·피부과  한방신경정신과  침구과  한방재활의학과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
1226,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120104180029041100003,20100205,,3,폐업,3,폐업,20100617,,,,033)252-4505,,200937,강원도 춘천시 온의동 6번지 25호,강원도 춘천시 방송길 84 (온의동),,새롬의원,2.01006E+13,I,59:59.0,의원,127.7172945,37.86586196,의원,1,0,0,102.3,101 111 114 115,비뇨의학과  피부과  소아청소년과  내과,,,,0,0,,,0,
1227,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120104180029041100008,20100427,,3,폐업,3,폐업,20130308,,,,0330262-3375,,200936,강원도 춘천시 석사동 799번지 2호,강원도 춘천시 퇴계로 188 (석사동),,큰사랑의원,2.01303E+13,I,59:59.0,의원,127.7386212,37.85438385,의원,1,0,0,278,101 122 113 111 114 109,마취통증의학과  피부과  소아청소년과  이비인후과  가정의학과  내과,,,,0,0,,,0,
1228,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120084180029041100011,20080819,,3,폐업,3,폐업,20141101,,,,033)256-4450,,,강원도 춘천시 중앙로 3가 60-9,강원도 춘천시 중앙로 97 (중앙로3가),200043,예은통증의학과의원,2.01411E+13,I,59:59.0,의원,127.7233752,37.87449564,의원,1,0,0,120,109,마취통증의학과,,,,0,0,,,0,
1229,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120084180029041100012,20081218,,3,폐업,3,폐업,20091024,,,,033)262-7522,,200945,강원도 춘천시 퇴계동 983번지 1호 덕산빌딩 304호,강원도 춘천시 퇴계로 166 (퇴계동 덕산빌딩 304호),,샘치과의원,2.0091E+13,I,59:59.0,치과의원,127.7366391,37.85541152,치과의원,1,0,0,71.2,401,치과,,,,0,0,,,0,
1230,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120094180029041100001,20090129,,3,폐업,3,폐업,20131029,,,,033)242-9267,,200112,강원도 춘천시 소양로2가 11번지 2호 2층,강원도 춘천시 모수물길 70 (소양로2가),200112,이화가정의원,2.0131E+13,I,59:59.0,의원,127.7247261,37.88663368,의원,1,0,0,132,122 101 111 114 113 110,산부인과  이비인후과  피부과  소아청소년과  내과  가정의학과,,,,0,0,,,0,
1231,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120114180029041100010,20110615,,3,폐업,3,폐업,20150401,,,,033)257-3875,,200863,강원도 춘천시 사북면 지촌리 92번지 1호,,,해동한방한의원,2.01504E+13,I,59:59.0,한의원,127.6449092,38.04222187,한의원,2,0,0,133.68,308 301 304 302 307 306 303 305,한방신경정신과  한방소아과  한방재활의학과  사상체질과  한방부인과  한방안·이비인후·피부과  한방내과  침구과,,,,0,0,,,0,
1232,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120114180029041100011,20110823,,3,폐업,3,폐업,20140930,,,,033)263-7528,,200180,강원도 춘천시 석사동 796번지 12호 2층,강원도 춘천시 퇴계로 207-1  2층 (석사동),200936,봄내치과의원,2.01409E+13,I,59:59.0,치과의원,127.7411248,37.85400393,치과의원,1,0,0,253,401,치과,,,,0,0,,,0,
1233,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120144180029041100007,20140430,,3,폐업,3,폐업,20170617,,,,033)261-7400,,200965,강원도 춘천시 퇴계동 1012번지,강원도 춘천시 안마산로 219 (퇴계동),24421,김태균자연의원,2.01706E+13,I,59:59.0,의원,127.7377385,37.8468569,의원,1,0,0,150,122,가정의학과,,,,0,0,,,0,
1234,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120104180029041100011,20100518,,3,폐업,3,폐업,20110726,,,,033)251-2622,,200941,강원도 춘천시 조양동 49번지 5호,강원도 춘천시 금강로 68-2 (조양동),200941,참마취통증의학과의원,2.01112E+13,I,59:59.0,의원,127.7278889,37.8764687,의원,1,0,0,132.34,109,마취통증의학과,,,,0,0,,,0,
1235,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120104180029041100012,20100823,,3,폐업,3,폐업,20110816,,,,033)252-4505,,200937,강원도 춘천시 온의동 6번지 25호,강원도 춘천시 방송길 84 (온의동),,사)한국신장애인협회온의지부 새롬의원,2.01108E+13,I,59:59.0,의원,127.7172945,37.86586196,의원,1,0,0,102.3,101 122 111 114,피부과  소아청소년과  가정의학과  내과,,,,0,0,,,0,
1236,강원도,춘천시,의원,01_01_02_P,4180000,PHMA120114180029041100018,20111212,,3,폐업,3,폐업,20171101,,,,033-263-5454,,200843,강원도 춘천시 동산면 원창리 213번지 36호,강원도 춘천시 동산면 영서로 1428,24409,춘천기독의원,2.01711E+13,I,59:59.0,의원,127.7684138,37.81119209,의원,7,6,12,499,122,가정의학과,,,,0,0,,,0,
